hostname,input_index,final_class,reason,recursive_summary,zone,authoritative_ns,authoritative_summary,elapsed_ms,timestamp_utc
fond-179.ru,197,04_UNCERTAIN_RECHECK,INSUFFICIENT_AUTHORITATIVE_NXDOMAIN_0_OF_2,cloudflare=SERVFAIL;google=SERVFAIL;quad9=SERVFAIL;opendns=SERVFAIL,ru,a.dns.ripn.net;b.dns.ripn.net;c.tld-servers.ru;d.dns.ripn.net;e.dns.ripn.net;f.dns.ripn.net,a.dns.ripn.net@193.232.128.6=NOERROR/AA=0;b.dns.ripn.net@194.85.252.62=NOERROR/AA=0;c.tld-servers.ru@194.190.122.17=NOERROR/AA=0;d.dns.ripn.net@194.190.124.17=NOERROR/AA=0;e.dns.ripn.net@193.232.142.17=NOERROR/AA=0;f.dns.ripn.net@193.232.156.17=NOERROR/AA=0,2390,2026-08-27T14:26:50Z
fondpi.ru,198,04_UNCERTAIN_RECHECK,INSUFFICIENT_AUTHORITATIVE_NXDOMAIN_0_OF_2,cloudflare=SERVFAIL;google=SERVFAIL;quad9=SERVFAIL;opendns=SERVFAIL,ru,a.dns.ripn.net;b.dns.ripn.net;c.tld-servers.ru;d.dns.ripn.net;e.dns.ripn.net;f.dns.ripn.net,a.dns.ripn.net@193.232.128.6=NOERROR/AA=0;b.dns.ripn.net@194.85.252.62=NOERROR/AA=0;c.tld-servers.ru@194.190.122.17=NOERROR/AA=0;d.dns.ripn.net@194.190.124.17=NOERROR/AA=0;e.dns.ripn.net@193.232.142.17=NOERROR/AA=0;f.dns.ripn.net@193.232.156.17=NOERROR/AA=0,2550,2026-08-27T14:26:50Z
fondspas.ru,199,04_UNCERTAIN_RECHECK,INSUFFICIENT_AUTHORITATIVE_NXDOMAIN_0_OF_2,cloudflare=SERVFAIL;google=SERVFAIL;quad9=SERVFAIL;opendns=SERVFAIL,ru,a.dns.ripn.net;b.dns.ripn.net;c.tld-servers.ru;d.dns.ripn.net;e.dns.ripn.net;f.dns.ripn.net,a.dns.ripn.net@193.232.128.6=NOERROR/AA=0;b.dns.ripn.net@194.85.252.62=NOERROR/AA=0;c.tld-servers.ru@194.190.122.17=NOERROR/AA=0;d.dns.ripn.net@194.190.124.17=NOERROR/AA=0;e.dns.ripn.net@193.232.142.17=NOERROR/AA=0;f.dns.ripn.net@193.232.156.17=NOERROR/AA=0,2550,2026-08-27T14:26:52Z
forma42.ru,200,04_UNCERTAIN_RECHECK,INSUFFICIENT_AUTHORITATIVE_NXDOMAIN_0_OF_2,cloudflare=SERVFAIL;google=SERVFAIL;quad9=SERVFAIL;opendns=SERVFAIL,ru,a.dns.ripn.net;b.dns.ripn.net;c.tld-servers.ru;d.dns.ripn.net;e.dns.ripn.net;f.dns.ripn.net,a.dns.ripn.net@193.232.128.6=NOERROR/AA=0;b.dns.ripn.net@194.85.252.62=NOERROR/AA=0;c.tld-servers.ru@194.190.122.17=NOERROR/AA=0;d.dns.ripn.net@194.190.124.17=NOERROR/AA=0;e.dns.ripn.net@193.232.142.17=NOERROR/AA=0;f.dns.ripn.net@193.232.156.17=NOERROR/AA=0,4149,2026-08-27T14:26:55Z
forumuzao.ru,201,02_DNS_ALIVE_RESCUED,RECURSIVE_NOERROR_CONSENSUS,cloudflare=NOERROR;google=NOERROR;quad9=NOERROR;opendns=NOERROR,,,,202,2026-08-27T14:26:53Z
fosslook.ru,202,04_UNCERTAIN_RECHECK,INSUFFICIENT_AUTHORITATIVE_NXDOMAIN_0_OF_2,cloudflare=SERVFAIL;google=SERVFAIL;quad9=SERVFAIL;opendns=SERVFAIL,ru,a.dns.ripn.net;b.dns.ripn.net;c.tld-servers.ru;d.dns.ripn.net;e.dns.ripn.net;f.dns.ripn.net,a.dns.ripn.net@193.232.128.6=NOERROR/AA=0;b.dns.ripn.net@194.85.252.62=NOERROR/AA=0;c.tld-servers.ru@194.190.122.17=NOERROR/AA=0;d.dns.ripn.net@194.190.124.17=NOERROR/AA=0;e.dns.ripn.net@193.232.142.17=NOERROR/AA=0;f.dns.ripn.net@193.232.156.17=NOERROR/AA=0,2511,2026-08-27T14:26:55Z
foto-times.ru,203,04_UNCERTAIN_RECHECK,INSUFFICIENT_AUTHORITATIVE_NXDOMAIN_0_OF_2,cloudflare=SERVFAIL;google=SERVFAIL;quad9=SERVFAIL;opendns=SERVFAIL,ru,a.dns.ripn.net;b.dns.ripn.net;c.tld-servers.ru;d.dns.ripn.net;e.dns.ripn.net;f.dns.ripn.net,a.dns.ripn.net@193.232.128.6=NOERROR/AA=0;b.dns.ripn.net@194.85.252.62=NOERROR/AA=0;c.tld-servers.ru@194.190.122.17=NOERROR/AA=0;d.dns.ripn.net@194.190.124.17=NOERROR/AA=0;e.dns.ripn.net@193.232.142.17=NOERROR/AA=0;f.dns.ripn.net@193.232.156.17=NOERROR/AA=0,2224,2026-08-27T14:26:57Z
fourschoolkam.ru,204,04_UNCERTAIN_RECHECK,INSUFFICIENT_AUTHORITATIVE_NXDOMAIN_0_OF_2,cloudflare=SERVFAIL;google=SERVFAIL;quad9=SERVFAIL;opendns=SERVFAIL,ru,a.dns.ripn.net;b.dns.ripn.net;c.tld-servers.ru;d.dns.ripn.net;e.dns.ripn.net;f.dns.ripn.net,a.dns.ripn.net@193.232.128.6=NOERROR/AA=0;b.dns.ripn.net@194.85.252.62=NOERROR/AA=0;c.tld-servers.ru@194.190.122.17=NOERROR/AA=0;d.dns.ripn.net@194.190.124.17=NOERROR/AA=0;e.dns.ripn.net@193.232.142.17=NOERROR/AA=0;f.dns.ripn.net@193.232.156.17=NOERROR/AA=0,2478,2026-08-27T14:26:58Z
free-porno-torrent.ru,205,04_UNCERTAIN_RECHECK,INSUFFICIENT_AUTHORITATIVE_NXDOMAIN_0_OF_2,cloudflare=SERVFAIL;google=SERVFAIL;quad9=SERVFAIL;opendns=SERVFAIL,ru,a.dns.ripn.net;b.dns.ripn.net;c.tld-servers.ru;d.dns.ripn.net;e.dns.ripn.net;f.dns.ripn.net,a.dns.ripn.net@193.232.128.6=NOERROR/AA=0;b.dns.ripn.net@194.85.252.62=NOERROR/AA=0;c.tld-servers.ru@194.190.122.17=NOERROR/AA=0;d.dns.ripn.net@194.190.124.17=NOERROR/AA=0;e.dns.ripn.net@193.232.142.17=NOERROR/AA=0;f.dns.ripn.net@193.232.156.17=NOERROR/AA=0,2404,2026-08-27T14:26:58Z
fundmsu.ru,206,04_UNCERTAIN_RECHECK,INSUFFICIENT_AUTHORITATIVE_NXDOMAIN_0_OF_2,cloudflare=SERVFAIL;google=SERVFAIL;quad9=SERVFAIL;opendns=SERVFAIL,ru,a.dns.ripn.net;b.dns.ripn.net;c.tld-servers.ru;d.dns.ripn.net;e.dns.ripn.net;f.dns.ripn.net,a.dns.ripn.net@193.232.128.6=NOERROR/AA=0;b.dns.ripn.net@194.85.252.62=NOERROR/AA=0;c.tld-servers.ru@194.190.122.17=NOERROR/AA=0;d.dns.ripn.net@194.190.124.17=NOERROR/AA=0;e.dns.ripn.net@193.232.142.17=NOERROR/AA=0;f.dns.ripn.net@193.232.156.17=NOERROR/AA=0,2583,2026-08-27T14:26:59Z
fundsconf.ru,207,04_UNCERTAIN_RECHECK,INSUFFICIENT_AUTHORITATIVE_NXDOMAIN_0_OF_2,cloudflare=SERVFAIL;google=SERVFAIL;quad9=SERVFAIL;opendns=SERVFAIL,ru,a.dns.ripn.net;b.dns.ripn.net;c.tld-servers.ru;d.dns.ripn.net;e.dns.ripn.net;f.dns.ripn.net,a.dns.ripn.net@193.232.128.6=NOERROR/AA=0;b.dns.ripn.net@194.85.252.62=NOERROR/AA=0;c.tld-servers.ru@194.190.122.17=NOERROR/AA=0;d.dns.ripn.net@194.190.124.17=NOERROR/AA=0;e.dns.ripn.net@193.232.142.17=NOERROR/AA=0;f.dns.ripn.net@193.232.156.17=NOERROR/AA=0,10334,2026-08-27T14:27:08Z
g-sad.ru,208,04_UNCERTAIN_RECHECK,INSUFFICIENT_AUTHORITATIVE_NXDOMAIN_0_OF_2,cloudflare=SERVFAIL;google=SERVFAIL;quad9=SERVFAIL;opendns=SERVFAIL,ru,a.dns.ripn.net;b.dns.ripn.net;c.tld-servers.ru;d.dns.ripn.net;e.dns.ripn.net;f.dns.ripn.net,a.dns.ripn.net@193.232.128.6=NOERROR/AA=0;b.dns.ripn.net@194.85.252.62=NOERROR/AA=0;c.tld-servers.ru@194.190.122.17=NOERROR/AA=0;d.dns.ripn.net@194.190.124.17=NOERROR/AA=0;e.dns.ripn.net@193.232.142.17=NOERROR/AA=0;f.dns.ripn.net@193.232.156.17=NOERROR/AA=0,2084,2026-08-27T14:27:00Z
galereya-kafe.ru,209,04_UNCERTAIN_RECHECK,INSUFFICIENT_AUTHORITATIVE_NXDOMAIN_0_OF_2,cloudflare=SERVFAIL;google=SERVFAIL;quad9=SERVFAIL;opendns=SERVFAIL,ru,a.dns.ripn.net;b.dns.ripn.net;c.tld-servers.ru;d.dns.ripn.net;e.dns.ripn.net;f.dns.ripn.net,a.dns.ripn.net@193.232.128.6=NOERROR/AA=0;b.dns.ripn.net@194.85.252.62=NOERROR/AA=0;c.tld-servers.ru@194.190.122.17=NOERROR/AA=0;d.dns.ripn.net@194.190.124.17=NOERROR/AA=0;e.dns.ripn.net@193.232.142.17=NOERROR/AA=0;f.dns.ripn.net@193.232.156.17=NOERROR/AA=0,2735,2026-08-27T14:27:02Z
gallery-belyaevo.ru,210,02_DNS_ALIVE_RESCUED,RECURSIVE_NOERROR_CONSENSUS,cloudflare=NOERROR;google=NOERROR;quad9=NOERROR;opendns=NOERROR,,,,203,2026-08-27T14:27:00Z
garantiya-krasnodar.ru,211,04_UNCERTAIN_RECHECK,INSUFFICIENT_AUTHORITATIVE_NXDOMAIN_0_OF_2,cloudflare=SERVFAIL;google=SERVFAIL;quad9=SERVFAIL;opendns=SERVFAIL,ru,a.dns.ripn.net;b.dns.ripn.net;c.tld-servers.ru;d.dns.ripn.net;e.dns.ripn.net;f.dns.ripn.net,a.dns.ripn.net@193.232.128.6=NOERROR/AA=0;b.dns.ripn.net@194.85.252.62=NOERROR/AA=0;c.tld-servers.ru@194.190.122.17=NOERROR/AA=0;d.dns.ripn.net@194.190.124.17=NOERROR/AA=0;e.dns.ripn.net@193.232.142.17=NOERROR/AA=0;f.dns.ripn.net@193.232.156.17=NOERROR/AA=0,2749,2026-08-27T14:27:03Z
gaz-almaz23.ru,212,04_UNCERTAIN_RECHECK,INSUFFICIENT_AUTHORITATIVE_NXDOMAIN_0_OF_2,cloudflare=SERVFAIL;google=SERVFAIL;quad9=SERVFAIL;opendns=SERVFAIL,ru,a.dns.ripn.net;b.dns.ripn.net;c.tld-servers.ru;d.dns.ripn.net;e.dns.ripn.net;f.dns.ripn.net,a.dns.ripn.net@193.232.128.6=NOERROR/AA=0;b.dns.ripn.net@194.85.252.62=NOERROR/AA=0;c.tld-servers.ru@194.190.122.17=NOERROR/AA=0;d.dns.ripn.net@194.190.124.17=NOERROR/AA=0;e.dns.ripn.net@193.232.142.17=NOERROR/AA=0;f.dns.ripn.net@193.232.156.17=NOERROR/AA=0,14762,2026-08-27T14:27:17Z
gbozerniy.ru,213,04_UNCERTAIN_RECHECK,INSUFFICIENT_AUTHORITATIVE_NXDOMAIN_0_OF_2,cloudflare=SERVFAIL;google=SERVFAIL;quad9=SERVFAIL;opendns=SERVFAIL,ru,a.dns.ripn.net;b.dns.ripn.net;c.tld-servers.ru;d.dns.ripn.net;e.dns.ripn.net;f.dns.ripn.net,a.dns.ripn.net@193.232.128.6=NOERROR/AA=0;b.dns.ripn.net@194.85.252.62=NOERROR/AA=0;c.tld-servers.ru@194.190.122.17=NOERROR/AA=0;d.dns.ripn.net@194.190.124.17=NOERROR/AA=0;e.dns.ripn.net@193.232.142.17=NOERROR/AA=0;f.dns.ripn.net@193.232.156.17=NOERROR/AA=0,3149,2026-08-27T14:27:06Z
gbu-sever.ru,214,04_UNCERTAIN_RECHECK,INSUFFICIENT_AUTHORITATIVE_NXDOMAIN_0_OF_2,cloudflare=SERVFAIL;google=SERVFAIL;quad9=SERVFAIL;opendns=SERVFAIL,ru,a.dns.ripn.net;b.dns.ripn.net;c.tld-servers.ru;d.dns.ripn.net;e.dns.ripn.net;f.dns.ripn.net,a.dns.ripn.net@193.232.128.6=NOERROR/AA=0;b.dns.ripn.net@194.85.252.62=NOERROR/AA=0;c.tld-servers.ru@194.190.122.17=NOERROR/AA=0;d.dns.ripn.net@194.190.124.17=NOERROR/AA=0;e.dns.ripn.net@193.232.142.17=NOERROR/AA=0;f.dns.ripn.net@193.232.156.17=NOERROR/AA=0,10170,2026-08-27T14:27:16Z
genbukan-aikido.ru,215,02_DNS_ALIVE_RESCUED,RECURSIVE_NOERROR_CONSENSUS,cloudflare=NOERROR;google=NOERROR;quad9=NOERROR;opendns=NOERROR,,,,200,2026-08-27T14:27:08Z
generic24.ru,216,04_UNCERTAIN_RECHECK,INSUFFICIENT_AUTHORITATIVE_NXDOMAIN_0_OF_2,cloudflare=SERVFAIL;google=SERVFAIL;quad9=SERVFAIL;opendns=SERVFAIL,ru,a.dns.ripn.net;b.dns.ripn.net;c.tld-servers.ru;d.dns.ripn.net;e.dns.ripn.net;f.dns.ripn.net,a.dns.ripn.net@193.232.128.6=NOERROR/AA=0;b.dns.ripn.net@194.85.252.62=NOERROR/AA=0;c.tld-servers.ru@194.190.122.17=NOERROR/AA=0;d.dns.ripn.net@194.190.124.17=NOERROR/AA=0;e.dns.ripn.net@193.232.142.17=NOERROR/AA=0;f.dns.ripn.net@193.232.156.17=NOERROR/AA=0,21418,2026-08-27T14:27:30Z
genumm.ru,217,02_DNS_ALIVE_RESCUED,RECURSIVE_NOERROR_CONSENSUS,cloudflare=NOERROR;google=NOERROR;quad9=NOERROR;opendns=NOERROR,,,,1862,2026-08-27T14:27:18Z
gepatit-stop2.ru,218,04_UNCERTAIN_RECHECK,INSUFFICIENT_AUTHORITATIVE_NXDOMAIN_0_OF_2,cloudflare=SERVFAIL;google=SERVFAIL;quad9=SERVFAIL;opendns=SERVFAIL,ru,a.dns.ripn.net;b.dns.ripn.net;c.tld-servers.ru;d.dns.ripn.net;e.dns.ripn.net;f.dns.ripn.net,a.dns.ripn.net@193.232.128.6=NOERROR/AA=0;b.dns.ripn.net@194.85.252.62=NOERROR/AA=0;c.tld-servers.ru@194.190.122.17=NOERROR/AA=0;d.dns.ripn.net@194.190.124.17=NOERROR/AA=0;e.dns.ripn.net@193.232.142.17=NOERROR/AA=0;f.dns.ripn.net@193.232.156.17=NOERROR/AA=0,2281,2026-08-27T14:27:19Z
gidravlika-service.ru,219,04_UNCERTAIN_RECHECK,INSUFFICIENT_AUTHORITATIVE_NXDOMAIN_0_OF_2,cloudflare=SERVFAIL;google=SERVFAIL;quad9=SERVFAIL;opendns=SERVFAIL,ru,a.dns.ripn.net;b.dns.ripn.net;c.tld-servers.ru;d.dns.ripn.net;e.dns.ripn.net;f.dns.ripn.net,a.dns.ripn.net@193.232.128.6=NOERROR/AA=0;b.dns.ripn.net@194.85.252.62=NOERROR/AA=0;c.tld-servers.ru@194.190.122.17=NOERROR/AA=0;d.dns.ripn.net@194.190.124.17=NOERROR/AA=0;e.dns.ripn.net@193.232.142.17=NOERROR/AA=0;f.dns.ripn.net@193.232.156.17=NOERROR/AA=0,2393,2026-08-27T14:27:20Z
givingnizhny.ru,220,04_UNCERTAIN_RECHECK,INSUFFICIENT_AUTHORITATIVE_NXDOMAIN_0_OF_2,cloudflare=SERVFAIL;google=SERVFAIL;quad9=SERVFAIL;opendns=SERVFAIL,ru,a.dns.ripn.net;b.dns.ripn.net;c.tld-servers.ru;d.dns.ripn.net;e.dns.ripn.net;f.dns.ripn.net,a.dns.ripn.net@193.232.128.6=NOERROR/AA=0;b.dns.ripn.net@194.85.252.62=NOERROR/AA=0;c.tld-servers.ru@194.190.122.17=NOERROR/AA=0;d.dns.ripn.net@194.190.124.17=NOERROR/AA=0;e.dns.ripn.net@193.232.142.17=NOERROR/AA=0;f.dns.ripn.net@193.232.156.17=NOERROR/AA=0,2653,2026-08-27T14:27:22Z
glacetech.ru,221,04_UNCERTAIN_RECHECK,INSUFFICIENT_AUTHORITATIVE_NXDOMAIN_0_OF_2,cloudflare=SERVFAIL;google=SERVFAIL;quad9=SERVFAIL;opendns=SERVFAIL,ru,a.dns.ripn.net;b.dns.ripn.net;c.tld-servers.ru;d.dns.ripn.net;e.dns.ripn.net;f.dns.ripn.net,a.dns.ripn.net@193.232.128.6=NOERROR/AA=0;b.dns.ripn.net@194.85.252.62=NOERROR/AA=0;c.tld-servers.ru@194.190.122.17=NOERROR/AA=0;d.dns.ripn.net@194.190.124.17=NOERROR/AA=0;e.dns.ripn.net@193.232.142.17=NOERROR/AA=0;f.dns.ripn.net@193.232.156.17=NOERROR/AA=0,8104,2026-08-27T14:27:29Z
glazaboga.ru,222,04_UNCERTAIN_RECHECK,INSUFFICIENT_AUTHORITATIVE_NXDOMAIN_0_OF_2,cloudflare=SERVFAIL;google=SERVFAIL;quad9=SERVFAIL;opendns=SERVFAIL,ru,a.dns.ripn.net;b.dns.ripn.net;c.tld-servers.ru;d.dns.ripn.net;e.dns.ripn.net;f.dns.ripn.net,a.dns.ripn.net@193.232.128.6=NOERROR/AA=0;b.dns.ripn.net@194.85.252.62=NOERROR/AA=0;c.tld-servers.ru@194.190.122.17=NOERROR/AA=0;d.dns.ripn.net@194.190.124.17=NOERROR/AA=0;e.dns.ripn.net@193.232.142.17=NOERROR/AA=0;f.dns.ripn.net@193.232.156.17=NOERROR/AA=0,13902,2026-08-27T14:27:36Z
gomake.ru,223,04_UNCERTAIN_RECHECK,INSUFFICIENT_AUTHORITATIVE_NXDOMAIN_0_OF_2,cloudflare=SERVFAIL;google=SERVFAIL;quad9=SERVFAIL;opendns=SERVFAIL,ru,a.dns.ripn.net;b.dns.ripn.net;c.tld-servers.ru;d.dns.ripn.net;e.dns.ripn.net;f.dns.ripn.net,a.dns.ripn.net@193.232.128.6=NOERROR/AA=0;b.dns.ripn.net@194.85.252.62=NOERROR/AA=0;c.tld-servers.ru@194.190.122.17=NOERROR/AA=0;d.dns.ripn.net@194.190.124.17=NOERROR/AA=0;e.dns.ripn.net@193.232.142.17=NOERROR/AA=0;f.dns.ripn.net@193.232.156.17=NOERROR/AA=0,3977,2026-08-27T14:27:33Z
gordeeff.ru,224,04_UNCERTAIN_RECHECK,INSUFFICIENT_AUTHORITATIVE_NXDOMAIN_0_OF_2,cloudflare=SERVFAIL;google=SERVFAIL;quad9=ERROR;opendns=SERVFAIL,ru,a.dns.ripn.net;b.dns.ripn.net;c.tld-servers.ru;d.dns.ripn.net;e.dns.ripn.net;f.dns.ripn.net,a.dns.ripn.net@193.232.128.6=NOERROR/AA=0;b.dns.ripn.net@194.85.252.62=NOERROR/AA=0;c.tld-servers.ru@194.190.122.17=NOERROR/AA=0;d.dns.ripn.net@194.190.124.17=NOERROR/AA=0;e.dns.ripn.net@193.232.142.17=NOERROR/AA=0;f.dns.ripn.net@193.232.156.17=NOERROR/AA=0,7314,2026-08-27T14:27:38Z
gr-development.ru,225,04_UNCERTAIN_RECHECK,INSUFFICIENT_AUTHORITATIVE_NXDOMAIN_0_OF_2,cloudflare=SERVFAIL;google=SERVFAIL;quad9=SERVFAIL;opendns=ERROR,ru,a.dns.ripn.net;b.dns.ripn.net;c.tld-servers.ru;d.dns.ripn.net;e.dns.ripn.net;f.dns.ripn.net,a.dns.ripn.net@193.232.128.6=NOERROR/AA=0;b.dns.ripn.net@194.85.252.62=NOERROR/AA=0;c.tld-servers.ru@194.190.122.17=NOERROR/AA=0;d.dns.ripn.net@194.190.124.17=NOERROR/AA=0;e.dns.ripn.net@193.232.142.17=NOERROR/AA=0;f.dns.ripn.net@193.232.156.17=NOERROR/AA=0,24689,2026-08-27T14:27:57Z
gradus31oskol.ru,226,04_UNCERTAIN_RECHECK,INSUFFICIENT_AUTHORITATIVE_NXDOMAIN_0_OF_2,cloudflare=SERVFAIL;google=SERVFAIL;quad9=SERVFAIL;opendns=SERVFAIL,ru,a.dns.ripn.net;b.dns.ripn.net;c.tld-servers.ru;d.dns.ripn.net;e.dns.ripn.net;f.dns.ripn.net,a.dns.ripn.net@193.232.128.6=NOERROR/AA=0;b.dns.ripn.net@194.85.252.62=NOERROR/AA=0;c.tld-servers.ru@194.190.122.17=NOERROR/AA=0;d.dns.ripn.net@194.190.124.17=NOERROR/AA=0;e.dns.ripn.net@193.232.142.17=NOERROR/AA=0;f.dns.ripn.net@193.232.156.17=NOERROR/AA=0,6087,2026-08-27T14:27:42Z
great-asia.ru,227,04_UNCERTAIN_RECHECK,INSUFFICIENT_AUTHORITATIVE_NXDOMAIN_0_OF_2,cloudflare=SERVFAIL;google=SERVFAIL;quad9=SERVFAIL;opendns=SERVFAIL,ru,a.dns.ripn.net;b.dns.ripn.net;c.tld-servers.ru;d.dns.ripn.net;e.dns.ripn.net;f.dns.ripn.net,a.dns.ripn.net@193.232.128.6=NOERROR/AA=0;b.dns.ripn.net@194.85.252.62=NOERROR/AA=0;c.tld-servers.ru@194.190.122.17=NOERROR/AA=0;d.dns.ripn.net@194.190.124.17=NOERROR/AA=0;e.dns.ripn.net@193.232.142.17=NOERROR/AA=0;f.dns.ripn.net@193.232.156.17=NOERROR/AA=0,2707,2026-08-27T14:27:41Z
greencitymed.ru,228,04_UNCERTAIN_RECHECK,INSUFFICIENT_AUTHORITATIVE_NXDOMAIN_0_OF_2,cloudflare=SERVFAIL;google=SERVFAIL;quad9=SERVFAIL;opendns=SERVFAIL,ru,a.dns.ripn.net;b.dns.ripn.net;c.tld-servers.ru;d.dns.ripn.net;e.dns.ripn.net;f.dns.ripn.net,a.dns.ripn.net@193.232.128.6=NOERROR/AA=0;b.dns.ripn.net@194.85.252.62=NOERROR/AA=0;c.tld-servers.ru@194.190.122.17=NOERROR/AA=0;d.dns.ripn.net@194.190.124.17=NOERROR/AA=0;e.dns.ripn.net@193.232.142.17=NOERROR/AA=0;f.dns.ripn.net@193.232.156.17=NOERROR/AA=0,2433,2026-08-27T14:27:44Z
gringarden.ru,229,04_UNCERTAIN_RECHECK,INSUFFICIENT_AUTHORITATIVE_NXDOMAIN_0_OF_2,cloudflare=SERVFAIL;google=SERVFAIL;quad9=SERVFAIL;opendns=SERVFAIL,ru,a.dns.ripn.net;b.dns.ripn.net;c.tld-servers.ru;d.dns.ripn.net;e.dns.ripn.net;f.dns.ripn.net,a.dns.ripn.net@193.232.128.6=NOERROR/AA=0;b.dns.ripn.net@194.85.252.62=NOERROR/AA=0;c.tld-servers.ru@194.190.122.17=NOERROR/AA=0;d.dns.ripn.net@194.190.124.17=NOERROR/AA=0;e.dns.ripn.net@193.232.142.17=NOERROR/AA=0;f.dns.ripn.net@193.232.156.17=NOERROR/AA=0,2348,2026-08-27T14:27:44Z
grossbeer.ru,230,02_DNS_ALIVE_RESCUED,RECURSIVE_NOERROR_CONSENSUS,cloudflare=NOERROR;google=NOERROR;quad9=NOERROR;opendns=NOERROR,,,,290,2026-08-27T14:27:44Z
groupmnextm.ru,231,04_UNCERTAIN_RECHECK,INSUFFICIENT_AUTHORITATIVE_NXDOMAIN_0_OF_2,cloudflare=SERVFAIL;google=SERVFAIL;quad9=SERVFAIL;opendns=SERVFAIL,ru,a.dns.ripn.net;b.dns.ripn.net;c.tld-servers.ru;d.dns.ripn.net;e.dns.ripn.net;f.dns.ripn.net,a.dns.ripn.net@193.232.128.6=NOERROR/AA=0;b.dns.ripn.net@194.85.252.62=NOERROR/AA=0;c.tld-servers.ru@194.190.122.17=NOERROR/AA=0;d.dns.ripn.net@194.190.124.17=NOERROR/AA=0;e.dns.ripn.net@193.232.142.17=NOERROR/AA=0;f.dns.ripn.net@193.232.156.17=NOERROR/AA=0,9515,2026-08-27T14:27:53Z
gta-live.ru,232,02_DNS_ALIVE_RESCUED,RECURSIVE_NOERROR_CONSENSUS,cloudflare=NOERROR;google=NOERROR;quad9=NOERROR;opendns=NOERROR,,,,2777,2026-08-27T14:27:47Z
gustavrussia.ru,233,04_UNCERTAIN_RECHECK,INSUFFICIENT_AUTHORITATIVE_NXDOMAIN_0_OF_2,cloudflare=SERVFAIL;google=SERVFAIL;quad9=SERVFAIL;opendns=SERVFAIL,ru,a.dns.ripn.net;b.dns.ripn.net;c.tld-servers.ru;d.dns.ripn.net;e.dns.ripn.net;f.dns.ripn.net,a.dns.ripn.net@193.232.128.6=NOERROR/AA=0;b.dns.ripn.net@194.85.252.62=NOERROR/AA=0;c.tld-servers.ru@194.190.122.17=NOERROR/AA=0;d.dns.ripn.net@194.190.124.17=NOERROR/AA=0;e.dns.ripn.net@193.232.142.17=NOERROR/AA=0;f.dns.ripn.net@193.232.156.17=NOERROR/AA=0,2622,2026-08-27T14:27:50Z
happ-keys.ru,234,04_UNCERTAIN_RECHECK,INSUFFICIENT_AUTHORITATIVE_NXDOMAIN_0_OF_2,cloudflare=SERVFAIL;google=SERVFAIL;quad9=SERVFAIL;opendns=SERVFAIL,ru,a.dns.ripn.net;b.dns.ripn.net;c.tld-servers.ru;d.dns.ripn.net;e.dns.ripn.net;f.dns.ripn.net,a.dns.ripn.net@193.232.128.6=NOERROR/AA=0;b.dns.ripn.net@194.85.252.62=NOERROR/AA=0;c.tld-servers.ru@194.190.122.17=NOERROR/AA=0;d.dns.ripn.net@194.190.124.17=NOERROR/AA=0;e.dns.ripn.net@193.232.142.17=NOERROR/AA=0;f.dns.ripn.net@193.232.156.17=NOERROR/AA=0,3164,2026-08-27T14:27:53Z
hasker-kashemir.ru,235,04_UNCERTAIN_RECHECK,INSUFFICIENT_AUTHORITATIVE_NXDOMAIN_0_OF_2,cloudflare=SERVFAIL;google=SERVFAIL;quad9=SERVFAIL;opendns=SERVFAIL,ru,a.dns.ripn.net;b.dns.ripn.net;c.tld-servers.ru;d.dns.ripn.net;e.dns.ripn.net;f.dns.ripn.net,a.dns.ripn.net@193.232.128.6=NOERROR/AA=0;b.dns.ripn.net@194.85.252.62=NOERROR/AA=0;c.tld-servers.ru@194.190.122.17=NOERROR/AA=0;d.dns.ripn.net@194.190.124.17=NOERROR/AA=0;e.dns.ripn.net@193.232.142.17=NOERROR/AA=0;f.dns.ripn.net@193.232.156.17=NOERROR/AA=0,2723,2026-08-27T14:27:55Z
hellaanime.ru,236,04_UNCERTAIN_RECHECK,INSUFFICIENT_AUTHORITATIVE_NXDOMAIN_0_OF_2,cloudflare=SERVFAIL;google=SERVFAIL;quad9=SERVFAIL;opendns=ERROR,ru,a.dns.ripn.net;b.dns.ripn.net;c.tld-servers.ru;d.dns.ripn.net;e.dns.ripn.net;f.dns.ripn.net,a.dns.ripn.net@193.232.128.6=NOERROR/AA=0;b.dns.ripn.net@194.85.252.62=NOERROR/AA=0;c.tld-servers.ru@194.190.122.17=NOERROR/AA=0;d.dns.ripn.net@194.190.124.17=NOERROR/AA=0;e.dns.ripn.net@193.232.142.17=NOERROR/AA=0;f.dns.ripn.net@193.232.156.17=NOERROR/AA=0,18402,2026-08-27T14:28:12Z
