hostname,input_index,final_class,dns_class,dns_a,dns_aaaa,dns_cname,resolver_summary,https_status,https_effective_url,https_error,http_status,http_effective_url,http_error,web_reason,elapsed_ms,timestamp_utc
xn----7sbbagg3bilyfh0ajs.xn--p1ai,649,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,736,2026-08-27T11:35:32Z
xn----7sbbi3aiedmped1czeya.xn--p1ai,650,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,2996,2026-08-27T11:35:34Z
xn----7sbejwba3deg2i.xn--p1ai,651,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,5399,2026-08-27T11:35:37Z
xn----7sbhbxn1ar1ae3g.xn--p1ai,652,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,2879,2026-08-27T11:35:36Z
xn----7sbufblaxfd3bc7dyde.xn--p1ai,653,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,3132,2026-08-27T11:35:37Z
xn----8sbacgofnlmwteddjsd6a6pra8b.xn--p1ai,654,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,733,2026-08-27T11:35:36Z
xn----8sbadg2cphabedvgkfq5b8a.xn--p1ai,655,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,4827,2026-08-27T11:35:41Z
xn----9sbb6bc2bd.xn--p1ai,656,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,628,2026-08-27T11:35:37Z
xn----9sbel8agjl1a1af0i.xn--p1ai,657,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=NODATA;google=NODATA;quad9=NODATA,,,,,,,,781,2026-08-27T11:35:37Z
xn----ctbabmbcse9bfi9bo2f.xn--p1ai,658,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1211,2026-08-27T11:35:38Z
xn----ctbero9al4e.xn--p1ai,659,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,3818,2026-08-27T11:35:41Z
xn----ktbeefcc5as9a.xn--p1ai,660,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=NODATA;google=NODATA;quad9=NODATA,,,,,,,,10144,2026-08-27T11:35:48Z
xn---53-5cd3cgu2f.xn--p1ai,661,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=NODATA;google=NODATA;quad9=NODATA,,,,,,,,2832,2026-08-27T11:35:41Z
xn--0--6lcpl1f.xn--p1ai,662,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,620,2026-08-27T11:35:42Z
xn--182-9cd8bg0d.xn--p1ai,663,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,730,2026-08-27T11:35:42Z
xn--2023-f4dmgb8c0ae3a.xn--p1ai,664,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,823,2026-08-27T11:35:42Z
xn--2024-43daanrkbit3bbc9bm1bydcq23a.xn--p1ai,665,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,830,2026-08-27T11:35:43Z
xn--38-6kclb0ccx.xn--p1ai,666,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,867,2026-08-27T11:35:43Z
xn--41--5cd3cecud2h.xn--p1ai,667,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,943,2026-08-27T11:35:43Z
xn--56-6kcanlw5ddbimco.xn--p1ai,668,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,29046,2026-08-27T11:36:12Z
xn--66-glc2c.xn--p1ai,669,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,5032,2026-08-27T11:35:48Z
xn--78-mlcufvchfgh1m.xn--p1ai,670,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,23232,2026-08-27T11:36:06Z
xn--80aaaab6af1a0a1o.xn--p1ai,671,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,15363,2026-08-27T11:36:03Z
xn--80aaaahtsbukmdd5bcnmw5u.xn--p1ai,672,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,18412,2026-08-27T11:36:06Z
xn--80aacwc1beqa7j3a.xn--p1ai,673,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,7679,2026-08-27T11:36:11Z
xn--80aagjaunuczoacq.xn--p1ai,674,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=NODATA;google=NODATA;quad9=NODATA,,,,,,,,1548,2026-08-27T11:36:08Z
xn--80aai8ag9baa.xn--p1ai,675,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1818,2026-08-27T11:36:08Z
xn--80aauel2ai1j.xn--p1ai,676,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,3255,2026-08-27T11:36:11Z
xn--80afebasdiheazbh2bsf6p.xn--p1ai,677,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=ERROR,,,,,,,,23010,2026-08-27T11:36:31Z
xn--80afeno7a9c.xn--p1ai,678,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1751,2026-08-27T11:36:12Z
xn--90abadfchal5b0fb2fxd.xn--p1ai,679,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=NODATA;google=NODATA;quad9=NODATA,,,,,,,,2604,2026-08-27T11:36:14Z
xn--b1addbflfo1abmmoo.xn--p1ai,680,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,2120,2026-08-27T11:36:14Z
xn--d1ahiibceacf4b3a.xn--p1ai,681,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1693,2026-08-27T11:36:14Z
xn--e1acrkgdoe.xn--p1ai,682,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1320,2026-08-27T11:36:15Z
xn--e1agfojh6b.xn--p1ai,683,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,5605,2026-08-27T11:36:19Z
yazdorov-48.ru,684,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=NODATA;google=NODATA;quad9=NODATA,,,,,,,,1074,2026-08-27T11:36:15Z
yord.ru,685,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=NODATA;google=NODATA;quad9=NODATA,,,,,,,,2780,2026-08-27T11:36:18Z
zabituisky-ds.ru,686,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1038,2026-08-27T11:36:16Z
zagotovkaloma.ru,687,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1382,2026-08-27T11:36:18Z
zakamsk-sport.ru,688,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,566,2026-08-27T11:36:18Z
zaogeomaster.ru,689,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=NODATA;google=NODATA;quad9=NODATA,,,,,,,,2224,2026-08-27T11:36:20Z
zaotimber.ru,690,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,540,2026-08-27T11:36:19Z
zatochkafranchise.ru,691,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,549,2026-08-27T11:36:19Z
zbcbs.ru,692,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,859,2026-08-27T11:36:20Z
zip-code.ru,693,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,16159,2026-08-27T11:36:36Z
zmk-vrn.ru,694,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=NODATA;google=NODATA;quad9=NODATA,,,,,,,,9485,2026-08-27T11:36:30Z
zolotoy9.ru,695,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,7908,2026-08-27T11:36:28Z
zombie-dev.ru,696,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=NODATA;google=NODATA;quad9=NODATA,,,,,,,,1785,2026-08-27T11:36:30Z
zwebspace.ru,697,04_STILL_UNCERTAIN,DNS_UNCERTAIN,,,,cloudflare=MIXED;google=MIXED;quad9=MIXED,,,,,,,,1132,2026-08-27T11:36:31Z
